STATION;LATITUDE;LONGITUDE;ALTITUDE;MOIS;JOUR;HEURE;T2m;T-1m;Hur;Hus;RR;FF;DD;Tc;Tr;Hs;Os;Os_2;Rgh;Rdn;Rdi;Ne;Ps
MACON;46.2945;4.7943;219;11;13;3;6.357;11.807;98.992;0.006;0;0.026;174.648;3.813;6.21;-37.717;255.856;-104.144;0;0;0;99.969;1004.271
MACON;46.2945;4.7943;219;11;13;4;5.901;11.799;97.018;0.006;0;0.01;197.497;3.199;5.464;-27.483;267.687;-92.313;0;0;0;99.798;1004.725
MACON;46.2945;4.7943;219;11;13;5;5.832;11.792;97.117;0.006;0;0.047;235.774;2.949;5.41;-17.157;278.344;-81.656;0;0;0;98;1004.746
MACON;46.2945;4.7943;219;11;13;6;5.95;11.784;99.393;0.006;0;0.979;253.943;3.215;5.862;-7.102;288.702;-71.298;0;0;0;98.584;1003.973
MACON;46.2945;4.7943;219;11;13;7;5.378;11.777;97.962;0.006;0;1.01;219.294;-2.196;5.082;2.601;299.406;-60.594;9.473;0;9.473;96.603;1004.189
MACON;46.2945;4.7943;219;11;13;8;4.96;11.77;98.938;0.005;0;0.987;182.97;-2.362;4.807;10.881;310.974;-49.026;44.602;0;44.602;99.701;1004.82
MACON;46.2945;4.7943;219;11;13;9;5.88;11.762;99.953;0.006;0;0.991;170.152;-1.315;5.873;17.857;323.799;-36.201;83.729;4.987;82.227;98.97;1005.067
MACON;46.2945;4.7943;219;11;13;10;6.618;11.755;97.824;0.006;0;0.979;161.83;-2.433;6.299;22.878;338.034;-21.966;106.843;5.45;104.84;78.5;1005.272
MACON;46.2945;4.7943;219;11;13;11;7.43;11.747;97.877;0.006;0;1.036;152.478;0.549;7.116;25.423;353.411;-6.589;120.074;6.019;117.709;100;1005.047
MACON;46.2945;4.7943;219;11;13;12;8.323;11.74;98.986;0.007;0;0.98;140.057;-0.929;8.172;25.178;9.18;9.18;107.576;5.282;105.59;71.317;1004.727
MACON;46.2945;4.7943;219;11;13;13;8.587;11.733;95.896;0.007;0;0.988;119.588;1.854;7.969;22.173;24.399;24.399;76.82;3.783;75.621;100;1004.101
MACON;46.2945;4.7943;219;11;13;14;8.605;11.725;96.04;0.007;0;1.012;84.791;1.88;8.009;16.774;38.391;38.391;55.045;0;55.045;100;1003.332
MACON;46.2945;4.7943;219;11;13;15;8.973;11.718;97.059;0.007;0;0.978;71.089;2.347;8.531;9.517;50.97;50.97;11.41;0;11.41;100;1003.279
MACON;46.2945;4.7943;219;11;13;16;8.309;11.711;93.858;0.007;0;1.002;68.634;-1.298;7.378;1.144;62.344;62.344;0.001;0;0.001;69.975;1003.717
MACON;46.2945;4.7943;219;11;13;17;7.718;11.703;92.666;0.006;0;0.977;58.464;1.689;6.606;-8.819;72.931;72.931;0;0;0;62.5;1003.411
MACON;46.2945;4.7943;219;11;13;18;7.79;11.696;96.918;0.006;0;0.986;50.919;0.997;7.332;-18.953;83.266;83.266;0;0;0;52;1003.605
MACON;46.2945;4.7943;219;11;13;19;7.443;11.688;94.032;0.006;0;1.011;53.258;1.265;6.546;-29.305;94.02;94.02;0;0;0;61.043;1003.821
MACON;46.2945;4.7943;219;11;13;20;7.119;11.681;94.919;0.006;0;1.01;53.55;4.586;6.36;-39.502;106.125;106.125;0;0;0;99.96;1004.314
MACON;46.2945;4.7943;219;11;13;21;6.94;11.674;98.129;0.006;0;0.991;53.078;-0.158;6.665;-49.004;121.031;121.031;0;0;0;50.905;1004.426
MACON;46.2945;4.7943;219;11;13;22;6.323;11.666;96.868;0.006;0;1.014;55.191;0.289;5.862;-56.859;140.907;140.907;0;0;0;64.325;1004.449
MACON;46.2945;4.7943;219;11;13;23;5.647;11.659;97.834;0.006;0;1.007;59.727;1.373;5.332;-61.429;167.454;167.454;0;0;0;83.676;1005.387
MACON;46.2945;4.7943;219;11;14;0;5.718;11.651;100;0.006;0;0.995;57.165;2.622;5.718;-61.005;197.283;-162.717;0;0;0;95.03;1006.064
MACON;46.2945;4.7943;219;11;14;1;5.089;11.644;97.029;0.005;0;0.993;58.35;-2.738;4.657;-55.782;222.798;-137.202;0;0;0;49.928;1004.985
MACON;46.2945;4.7943;219;11;14;2;4.736;11.637;96.941;0.005;0;0.974;65.49;1.843;4.292;-47.58;241.722;-118.278;0;0;0;100;1004.154
MACON;46.2945;4.7943;219;11;14;3;4.947;11.629;99.107;0.005;0;1.006;70.416;2.156;4.818;-37.927;256.059;-103.941;0;0;0;100;1004.044
MACON;46.2945;4.7943;219;11;14;4;4.504;11.622;97.128;0.005;0;0.994;76.459;-2.945;4.088;-27.688;267.875;-92.125;0;0;0;55.26;1004.55
MACON;46.2945;4.7943;219;11;14;5;4.66;11.614;97.944;0.005;0;0;74.096;-2.994;4.363;-17.364;278.516;-81.484;0;0;0;52.429;1004.56
MACON;46.2945;4.7943;219;11;14;6;4.873;11.607;100;0.005;0;1;70.355;-2.411;4.873;-7.316;288.858;-71.142;0;0;0;54.42;1003.945
MACON;46.2945;4.7943;219;11;14;7;4.124;11.6;97.974;0.005;0;1.021;61.724;-3.347;3.833;2.389;299.545;-60.455;10.036;0;10.036;99.999;1004.382
MACON;46.2945;4.7943;219;11;14;8;3.93;11.592;97.896;0.005;0;0.997;62.666;-3.578;3.628;10.645;311.09;-48.91;43.698;0;43.698;100;1004.67
MACON;46.2945;4.7943;219;11;14;9;4.898;11.585;97.963;0.005;0;0.996;67.73;-3.785;4.603;17.607;323.883;-36.117;77.598;4.406;76.29;86.222;1004.209
MACON;46.2945;4.7943;219;11;14;10;5.424;11.577;90.456;0.005;0;0.977;75.074;-7.15;3.988;22.617;338.074;-21.926;108.863;5.789;106.76;50;1003.812
MACON;46.2945;4.7943;219;11;14;11;5.975;11.57;86.141;0.005;0;1.006;94.108;-3.17;3.836;25.161;353.395;-6.605;135.684;9.247;132.089;83.867;1004.071
MACON;46.2945;4.7943;219;11;14;12;7.292;11.563;88.084;0.006;0;0.993;113.468;-2.097;5.451;24.923;9.108;9.108;173.906;37.565;159.941;77.594;1002.875
MACON;46.2945;4.7943;219;11;14;13;7.28;11.555;83.144;0.005;0;0.98;121.09;-2.238;4.61;21.936;24.278;24.278;162.616;62.924;142.903;78.597;1002.603
MACON;46.2945;4.7943;219;11;14;14;7.268;11.548;84.121;0.005;0;0.988;128.036;-4.773;4.766;16.559;38.235;38.235;73.828;0;73.828;53.264;1002.09
MACON;46.2945;4.7943;219;11;14;15;8.077;11.54;83.971;0.006;0;0.005;133.59;0.852;5.533;9.325;50.792;50.792;19.277;0;19.277;100;1001.97
MACON;46.2945;4.7943;219;11;14;16;7.36;11.533;83.021;0.005;0;0.968;94.469;-0.026;4.667;0.989;62.149;62.149;0;0;0;100;1002.03
MACON;46.2945;4.7943;219;11;14;17;6.766;11.526;88.042;0.005;0;1.008;69.002;1.873;4.926;-8.98;72.722;72.722;0;0;0;78.821;1001.656
MACON;46.2945;4.7943;219;11;14;18;7.086;11.518;90.989;0.006;0;0;66.653;4.424;5.715;-19.106;83.041;83.041;0;0;0;100;1001.156
MACON;46.2945;4.7943;219;11;14;19;5.897;11.511;88.038;0.005;0;1.024;65.931;1.792;4.069;-29.456;93.775;93.775;0;0;0;88.625;1001.736
MACON;46.2945;4.7943;219;11;14;20;5.854;11.504;88.952;0.005;0;0.012;65.176;0;4.174;-39.661;105.856;105.856;0;0;0;71.033;1001.734
MACON;46.2945;4.7943;219;11;14;21;6.575;11.496;95.057;0.006;0;0;33.726;3.953;5.841;-49.183;120.74;120.74;0;0;0;100;1001.4
MACON;46.2945;4.7943;219;11;14;22;6.049;11.489;93.095;0.006;0;0.978;140.927;2.423;5.018;-57.071;140.628;140.628;0;0;0;91.25;1001.19
MACON;46.2945;4.7943;219;11;14;23;5.579;11.481;95.043;0.005;0;1.013;166.578;-2.187;4.848;-61.678;167.29;167.29;0;0;0;50.068;1002.125
MACON;46.2945;4.7943;219;11;15;0;5.697;11.474;98.928;0.006;0;1.009;163.846;-1.181;5.541;-61.265;197.323;-162.677;0;0;0;56.56;1003.355
MACON;46.2945;4.7943;219;11;15;1;5.175;11.467;96.86;0.005;0;1.02;148.246;2.357;4.717;-56.025;222.967;-137.033;0;0;0;100;1002.492
MACON;46.2945;4.7943;219;11;15;2;5.092;11.459;96.883;0.005;0;1.014;146.134;2.26;4.638;-47.802;241.925;-118.075;0;0;0;100;1001.095
MACON;46.2945;4.7943;219;11;15;3;6.013;11.452;98.977;0.006;0;1.013;150.989;1.007;5.864;-38.136;256.256;-103.744;0;0;0;74.775;1001.001
MACON;46.2945;4.7943;219;11;15;4;5.795;11.444;97.01;0.006;0;0.985;157.584;3.093;5.357;-27.892;268.057;-91.943;0;0;0;100;1001.757
MACON;46.2945;4.7943;219;11;15;5;5.191;11.437;97.745;0.005;0;0.008;165.514;0.456;4.864;-17.57;278.682;-81.318;0;0;0;80.053;1001.773
MACON;46.2945;4.7943;219;11;15;6;6.096;11.43;100;0.006;0;1.003;176.655;1.216;6.096;-7.529;289.009;-70.991;0;0;0;75.453;1001.309
MACON;46.2945;4.7943;219;11;15;7;5.35;11.422;98.121;0.006;0;0.997;167.215;-5.499;5.077;2.181;299.677;-60.323;2.223;0;2.223;63.233;1002.031
MACON;46.2945;4.7943;219;11;15;8;4.775;11.415;99.04;0.005;0;1.004;168.201;-2.548;4.637;10.412;311.2;-48.8;33.433;0;33.433;100;1002.277
MACON;46.2945;4.7943;219;11;15;9;5.907;11.407;100;0.006;0;0.993;167.028;-2.98;5.907;17.36;323.961;-36.039;52.648;2.086;52.038;81.061;1001.643
MACON;46.2945;4.7943;219;11;15;10;5.819;11.4;98.04;0.006;0;0.992;168.97;-1.347;5.534;22.361;338.109;-21.891;72.479;2.625;71.537;100;1002.2
MACON;46.2945;4.7943;219;11;15;11;6.408;11.393;94.898;0.006;0;1.048;164.669;-5.595;5.65;24.903;353.376;-6.624;72.028;2.258;71.16;50.208;1002.016
MACON;46.2945;4.7943;219;11;15;12;7.436;11.385;96.182;0.006;0;0.998;154.394;-3.825;6.867;24.675;9.033;9.033;60.8;1.76;60.153;53.876;1000.355
MACON;46.2945;4.7943;219;11;15;13;7.539;11.378;89.063;0.006;0;1.035;150.751;0.385;5.854;21.705;24.155;24.155;54.169;1.973;53.558;99.888;1000.896
MACON;46.2945;4.7943;219;11;15;14;8.307;11.37;88.049;0.006;0;0.985;151.252;1.258;6.444;16.35;38.079;38.079;49.743;0;49.743;99.923;1000.606
MACON;46.2945;4.7943;219;11;15;15;9.235;11.363;89.036;0.007;0;1.004;149.03;2.394;7.522;9.139;50.613;50.613;6.872;0;6.872;100;999.874
MACON;46.2945;4.7943;219;11;15;16;8.326;11.356;87.023;0.006;0;1.945;157.769;1.246;6.294;0.84;61.955;61.955;0;0;0;99.92;1000.246
MACON;46.2945;4.7943;219;11;15;17;7.815;11.348;90.575;0.006;0;1.972;178.435;5.231;6.37;-9.135;72.514;72.514;0;0;0;99.588;1000.119
MACON;46.2945;4.7943;219;11;15;18;8.426;11.341;96.084;0.007;1.068;2.003;184.454;6.169;7.837;-19.252;82.818;82.818;0;0;0;100;999.969
MACON;46.2945;4.7943;219;11;15;19;7.706;11.334;93.828;0.006;0.925;2.982;184.443;5.248;6.775;-29.601;93.531;93.531;0;0;0;100;1000.255
MACON;46.2945;4.7943;219;11;15;20;7.511;11.326;94.66;0.006;0.216;2.006;183.223;5.044;6.71;-39.814;105.587;105.587;0;0;0;100;1000.234
MACON;46.2945;4.7943;219;11;15;21;8.029;11.319;97.967;0.007;1.444;1.963;183.737;5.753;7.727;-49.354;120.449;120.449;0;0;0;99.925;999.837
MACON;46.2945;4.7943;219;11;15;22;7.314;11.311;95.886;0.006;1.295;2.028;182.208;0.137;6.701;-57.277;140.346;140.346;0;0;0;50.115;999.958
MACON;46.2945;4.7943;219;11;15;23;7.412;11.304;95.976;0.006;1.387;2.007;179.458;4.968;6.812;-61.92;167.119;167.119;0;0;0;100;999.985
MACON;46.2945;4.7943;219;11;16;0;8.182;11.297;97.93;0.007;0;2.017;176.612;5.939;7.874;-61.52;197.354;-162.646;0;0;0;100;1000.915
MACON;46.2945;4.7943;219;11;16;1;7.675;11.289;96.987;0.006;0;1.009;171.245;-0.446;7.227;-56.264;223.129;-136.871;0;0;0;38.5;1000.531
MACON;46.2945;4.7943;219;11;16;2;7.569;11.282;96.935;0.006;0.208;1.008;180.878;5.184;7.113;-48.021;242.12;-117.88;0;0;0;100;999.757
MACON;46.2945;4.7943;219;11;16;3;7.863;11.274;97.995;0.007;0;0.993;173.966;5.56;7.566;-38.343;256.446;-103.554;0;0;0;99.952;998.883
MACON;46.2945;4.7943;219;11;16;4;7.5;11.267;95.91;0.006;0;1.007;179.336;5.051;6.89;-28.094;268.233;-91.767;0;0;0;99.791;999.691
MACON;46.2945;4.7943;219;11;16;5;7.737;11.26;95.96;0.006;0;0.976;178.769;3.57;7.134;-17.773;278.842;-81.158;0;0;0;80.6;999.983
MACON;46.2945;4.7943;219;11;16;6;8.33;11.252;96.018;0.007;0;1.003;190.613;4.159;7.732;-7.739;289.153;-70.847;0;0;0;79.032;999.798
MACON;46.2945;4.7943;219;11;16;7;7.782;11.245;96.024;0.006;0;0.987;205.094;0.189;7.188;1.976;299.804;-60.196;1.583;0;1.583;92.126;999.926
MACON;46.2945;4.7943;219;11;16;8;8.497;11.237;94.035;0.007;0;0.991;292.664;-4.594;7.592;10.181;311.304;-48.696;33.027;0;33.027;32.496;1000.192
MACON;46.2945;4.7943;219;11;16;9;10.39;11.23;86.956;0.007;0;1.984;288.921;-1.17;8.312;17.117;324.034;-35.966;153.547;70.867;133.107;46.555;999.874
MACON;46.2945;4.7943;219;11;16;10;10.553;11.223;79.826;0.006;0;1.007;281.807;-3.651;7.216;22.11;338.138;-21.862;145.715;19.402;138.829;23.789;1000.672
MACON;46.2945;4.7943;219;11;16;11;11.429;11.215;75.129;0.006;0;1.03;228.588;4.463;7.179;24.651;353.353;-6.647;184.401;44.607;167.421;99.999;1000.181
MACON;46.2945;4.7943;219;11;16;12;11.967;11.208;82.113;0.007;0;0.975;165.515;5.37;9.01;24.432;8.955;8.955;53.965;1.416;53.45;100;999.04
MACON;46.2945;4.7943;219;11;16;13;11.25;11.2;81.023;0.007;0;1.995;175.973;1.049;8.112;21.48;24.032;24.032;43.857;1.324;43.452;62.262;999.066
MACON;46.2945;4.7943;219;11;16;14;11.43;11.193;81.872;0.007;0;1.988;177.291;0.873;8.442;16.147;37.923;37.923;29.976;0;29.976;57.32;999.123
MACON;46.2945;4.7943;219;11;16;15;12.28;11.186;84.98;0.008;0;3;177.242;1.775;9.827;8.959;50.436;50.436;1.409;0;1.409;53;998.267
MACON;46.2945;4.7943;219;11;16;16;11.426;11.178;84.699;0.007;0;2.008;179.475;1.585;8.94;0.697;61.763;61.763;0;0;0;63.378;998.825
MACON;46.2945;4.7943;219;11;16;17;10.664;11.171;89.007;0.007;0;2.968;187.599;8.581;8.927;-9.283;72.308;72.308;0;0;0;100;999.177
MACON;46.2945;4.7943;219;11;16;18;11.396;11.163;90.972;0.008;0;2.988;190.026;5.211;9.974;-19.392;82.596;82.596;0;0;0;50;997.791
MACON;46.2945;4.7943;219;11;16;19;10.69;11.156;90.006;0.007;0;2.966;193.07;8.646;9.118;-29.74;93.29;93.29;0;0;0;100;998.161
MACON;46.2945;4.7943;219;11;16;20;9.948;11.149;92.044;0.007;0;2.996;183.365;7.826;8.715;-39.959;105.32;105.32;0;0;0;99.879;997.722
MACON;46.2945;4.7943;219;11;16;21;10.044;11.141;94.958;0.007;0;2.985;191.095;3.93;9.273;-49.519;120.157;120.157;0;0;0;53;997.24
MACON;46.2945;4.7943;219;11;16;22;9.889;11.134;90.969;0.007;0;3.013;188.464;7.731;8.484;-57.475;140.061;140.061;0;0;0;100;997.281
MACON;46.2945;4.7943;219;11;16;23;9.931;11.127;92.029;0.007;0;3.043;194.249;7.817;8.697;-62.157;166.941;166.941;0;0;0;100;996.937
MACON;46.2945;4.7943;219;11;17;0;9.814;11.119;93.048;0.007;0;3.012;189.504;7.396;8.743;-61.771;197.378;-162.622;0;0;0;96.384;998.088
MACON;46.2945;4.7943;219;11;17;1;9.274;11.112;90.981;0.007;0.001;3.021;179.608;7.006;7.878;-56.499;223.283;-136.717;0;0;0;100;997.094
MACON;46.2945;4.7943;219;11;17;2;9.311;11.104;89.977;0.007;0;2.99;190.354;7.015;7.751;-48.237;242.308;-117.692;0;0;0;100;995.177
MACON;46.2945;4.7943;219;11;17;3;9.835;11.097;89.054;0.007;0;3.009;190.163;6.714;8.117;-38.547;256.63;-103.37;0;0;0;90.046;994.118
MACON;46.2945;4.7943;219;11;17;4;9.351;11.09;87.976;0.007;0;4.009;189.21;2.654;7.461;-28.294;268.402;-91.598;0;0;0;53.202;994.641
MACON;46.2945;4.7943;219;11;17;5;9.121;11.082;88.959;0.007;0;3.004;188.77;6.752;7.397;-17.976;278.996;-81.004;0;0;0;99.949;994.243
MACON;46.2945;4.7943;219;11;17;6;9.28;11.075;88.164;0.007;0;2.99;189.221;6.89;7.422;-7.947;289.291;-70.709;0;0;0;99.7;993.347
MACON;46.2945;4.7943;219;11;17;7;8.892;11.067;91.985;0.007;0;2.983;188.281;-0.182;7.661;1.774;299.925;-60.075;0;0;0;75.045;993.243
MACON;46.2945;4.7943;219;11;17;8;9.367;11.06;92.163;0.007;0;3.658;188.879;-1.783;8.16;9.954;311.402;-48.598;42.448;0;42.448;51.106;993.187
MACON;46.2945;4.7943;219;11;17;9;10.541;11.053;92.929;0.007;0;4.009;193.497;4.068;9.445;16.877;324.101;-35.899;53.666;2.293;53.014;100;991.606
MACON;46.2945;4.7943;219;11;17;10;10.939;11.045;87.926;0.007;0;4.984;190.744;4.368;9.017;21.863;338.163;-21.837;52.918;1.464;52.404;100;992.36
MACON;46.2945;4.7943;219;11;17;11;11.88;11.038;89.903;0.008;0.231;4.054;196.524;4.035;10.275;24.404;353.327;-6.673;39.294;0.7;39.03;81.996;991.164
MACON;46.2945;4.7943;219;11;17;12;13.205;11.03;90.922;0.009;0.384;2.975;187.727;5.386;11.754;24.195;8.876;8.876;21.131;0.222;21.051;78;989.855
MACON;46.2945;4.7943;219;11;17;13;13.329;11.023;88.919;0.009;2.007;1.958;175.06;7.23;11.539;21.261;23.908;23.908;22.099;0.344;21.995;100;989.699
MACON;46.2945;4.7943;219;11;17;14;14.208;11.016;72.913;0.007;0.004;3.947;274.028;7.645;9.417;15.95;37.767;37.767;16.252;0;16.252;100;989.814
MACON;46.2945;4.7943;219;11;17;15;14.502;11.008;73.99;0.008;0.983;3.999;283.553;8.038;9.919;8.785;50.259;50.259;3.103;0;3.103;100;988.777
MACON;46.2945;4.7943;219;11;17;16;13.301;11.001;66.928;0.006;0.582;4.974;253.052;4.591;7.286;0.562;61.571;61.571;0;0;0;81.543;988.924
MACON;46.2945;4.7943;219;11;17;17;13.532;10.993;68.947;0.007;0;5.992;262.01;11.175;7.942;-9.426;72.103;72.103;0;0;0;100;989.295
MACON;46.2945;4.7943;219;11;17;18;13.331;10.986;73.869;0.007;0.431;4.034;243.471;11.152;8.766;-19.526;82.376;82.376;0;0;0;100;988.024
MACON;46.2945;4.7943;219;11;17;19;13.312;10.979;73.969;0.007;0.022;4.014;248.84;9.109;8.768;-29.872;93.049;93.049;0;0;0;77.255;988.82
MACON;46.2945;4.7943;219;11;17;20;14.55;10.971;74.358;0.008;0.003;4.038;249.387;9.925;10.04;-40.098;105.054;105.054;0;0;0;68.789;988.581
MACON;46.2945;4.7943;219;11;17;21;12.737;10.964;78.88;0.007;0.455;2.997;249.725;9.719;9.164;-49.677;119.865;119.865;0;0;0;89.27;987.516
MACON;46.2945;4.7943;219;11;17;22;13.884;10.957;75.025;0.008;0.384;4.016;249.381;11.852;9.53;-57.666;139.772;139.772;0;0;0;100;988.585
MACON;46.2945;4.7943;219;11;17;23;13.718;10.949;77.106;0.008;0;4.032;269.748;11.732;9.777;-62.387;166.756;166.756;0;0;0;99.886;989.172
MACON;46.2945;4.7943;219;11;18;0;11.906;10.942;84.808;0.007;0.408;1.984;250.696;9.899;9.43;-62.016;197.392;-162.608;0;0;0;100;989.119
MACON;46.2945;4.7943;219;11;18;1;13.113;10.934;74.069;0.007;0;3.008;269.962;10.901;8.596;-56.731;223.429;-136.571;0;0;0;99.98;990.022
MACON;46.2945;4.7943;219;11;18;2;10.87;10.927;71.099;0.006;0;3.014;274.181;8.138;5.84;-48.451;242.489;-117.511;0;0;0;100;988.773
MACON;46.2945;4.7943;219;11;18;3;10.367;10.92;73.531;0.006;0;4.919;279.576;7.649;5.842;-38.75;256.806;-103.194;0;0;0;100;987.492
MACON;46.2945;4.7943;219;11;18;4;11.233;10.912;73.826;0.006;0;3.977;277.662;7.632;6.735;-28.493;268.565;-91.435;0;0;0;88.829;989.668
MACON;46.2945;4.7943;219;11;18;5;10.644;10.905;77.628;0.006;0;2.993;275.02;3.504;6.896;-18.176;279.143;-80.857;0;0;0;51.199;989.436
MACON;46.2945;4.7943;219;11;18;6;10.555;10.897;76.392;0.006;0;2.974;268.584;-1.18;6.576;-8.154;289.423;-70.577;0;0;0;6.746;988.149
MACON;46.2945;4.7943;219;11;18;7;9.78;10.89;85.88;0.007;0.016;1.017;236.125;2.104;7.529;1.577;300.04;-59.96;16.007;0;16.007;90.948;989.561
MACON;46.2945;4.7943;219;11;18;8;9.631;10.883;82.148;0.006;0.192;5.16;277.185;-7.084;6.735;9.729;311.495;-48.505;57.175;0;57.175;0.781;989.556
MACON;46.2945;4.7943;219;11;18;9;9.961;10.875;78.878;0.006;0;5.788;284.467;-6.575;6.466;16.641;324.163;-35.837;182.302;175.943;132.981;4.041;989.571
MACON;46.2945;4.7943;219;11;18;10;9.831;10.868;78.776;0.006;0;4.967;299.081;-6.08;6.321;21.62;338.183;-21.817;182.914;67.475;159.51;10.699;991.44
MACON;46.2945;4.7943;219;11;18;11;9.839;10.86;82.974;0.006;0;4.035;303.989;2.846;7.084;24.163;353.296;-6.704;185.854;51.248;166.747;99.499;991.866
MACON;46.2945;4.7943;219;11;18;12;11.19;10.853;65.755;0.006;0;4.893;303.727;-6.526;5.02;23.964;8.794;8.794;249.423;238.854;164.29;0.781;991.553
MACON;46.2945;4.7943;219;11;18;13;10.478;10.846;58.19;0.005;0;4.981;306.778;-7.584;2.612;21.049;23.783;23.783;185.58;144.069;142.535;8.383;993.755
MACON;46.2945;4.7943;219;11;18;14;10.5;10.838;54.824;0.004;0;4.056;305.292;-7.506;1.797;15.76;37.611;37.611;85.207;0;85.207;12.328;994.856
MACON;46.2945;4.7943;219;11;18;15;10.707;10.831;51.082;0.004;0;3.96;304.395;-9.152;1.004;8.618;50.083;50.083;15.511;0;15.511;0.676;994.2
MACON;46.2945;4.7943;219;11;18;16;8.533;10.823;55.987;0.004;0;1.995;306.194;-11.666;0.254;0.433;61.381;61.381;0;0;0;0;995.693
MACON;46.2945;4.7943;219;11;18;17;8.093;10.816;69.095;0.005;0;2.029;289.187;-3.538;2.77;-9.562;71.9;71.9;0;0;0;23.182;995.929
MACON;46.2945;4.7943;219;11;18;18;8.56;10.809;72.252;0.005;0;2.949;290.244;5.473;3.851;-19.653;82.158;82.158;0;0;0;100;995.678
MACON;46.2945;4.7943;219;11;18;19;7.591;10.801;80.792;0.005;0;3.012;299.686;-4.623;4.504;-29.997;92.811;92.811;0;0;0;10.334;997.182
MACON;46.2945;4.7943;219;11;18;20;6.997;10.794;85.766;0.005;0;2.001;311.245;-4.899;4.778;-40.23;104.79;104.79;0;0;0;11.703;997.831
MACON;46.2945;4.7943;219;11;18;21;7.987;10.786;84.945;0.006;0;1.978;323.157;5.281;5.611;-49.828;119.574;119.574;0;0;0;100;996.876
MACON;46.2945;4.7943;219;11;18;22;7.735;10.779;90.101;0.006;0.016;2.006;325.329;5.161;6.215;-57.85;139.48;139.48;0;0;0;100;998.612
MACON;46.2945;4.7943;219;11;18;23;6.711;10.772;87.958;0.005;0.192;2.025;315.989;-6.396;4.858;-62.611;166.563;166.563;0;0;0;0;999.17
MACON;46.2945;4.7943;219;11;19;0;5.6;10.764;91.083;0.005;0;1.993;317.506;-7.751;4.26;-62.257;197.398;-162.602;0;0;0;0;999.474
MACON;46.2945;4.7943;219;11;19;1;4.429;10.757;89.98;0.005;0;2.022;309.589;-9.547;2.931;-56.96;223.566;-136.434;0;0;0;0;1000.581
MACON;46.2945;4.7943;219;11;19;2;3.814;10.75;90.037;0.005;0;2.006;307.2;-10.438;2.332;-48.662;242.662;-117.338;0;0;0;0;999.843
MACON;46.2945;4.7943;219;11;19;3;3.961;10.742;88.954;0.005;0;1.951;313.383;-10.314;2.308;-38.95;256.976;-103.024;0;0;0;0;998.867
MACON;46.2945;4.7943;219;11;19;4;3.256;10.735;87.891;0.004;0;1.975;311.202;-11.429;1.444;-28.69;268.721;-91.279;0;0;0;0;1000.293
MACON;46.2945;4.7943;219;11;19;5;3.05;10.727;89.978;0.004;0;2.991;311.669;-11.555;1.568;-18.374;279.285;-80.715;0;0;0;0;1000.421
MACON;46.2945;4.7943;219;11;19;6;3.191;10.72;94.117;0.005;0;1.997;316.604;-11.017;2.337;-8.358;289.55;-70.45;0;0;0;0;1000.076
MACON;46.2945;4.7943;219;11;19;7;2.71;10.713;92.003;0.004;0;1.989;317.883;-16.385;1.543;1.383;300.148;-59.852;38.477;0;38.477;0;1001.001
MACON;46.2945;4.7943;219;11;19;8;4.444;10.705;90.008;0.005;0;2.017;316.406;-14.023;2.95;9.508;311.581;-48.419;116.376;0;116.376;0;1001.805
MACON;46.2945;4.7943;219;11;19;9;7.037;10.698;81.001;0.005;0;1.967;313.514;-9.17;4.001;16.409;324.219;-35.781;208.815;322.332;119.733;16.873;1001.291
MACON;46.2945;4.7943;219;11;19;10;7.375;10.69;72.985;0.005;0;0.999;334.896;-11.34;2.852;21.383;338.198;-21.802;345.327;789.284;74.637;0;1002.348
MACON;46.2945;4.7943;219;11;19;11;8.308;10.683;71.842;0.005;0;1.003;45.336;-10.069;3.527;23.927;353.262;-6.738;404.468;914.632;66.94;0.34;1001.938
MACON;46.2945;4.7943;219;11;19;12;9.455;10.676;68.07;0.005;0;1.017;67.557;-8.49;3.861;23.739;8.709;8.709;343.637;730.105;86.046;3.229;1000.725
MACON;46.2945;4.7943;219;11;19;13;8.624;10.668;60.058;0.004;0;2.002;54.843;-11.005;1.312;20.843;23.656;23.656;190.225;168.4;140.479;0;1001.117
MACON;46.2945;4.7943;219;11;19;14;7.958;10.661;62.044;0.004;0;2.01;41.061;-11.72;1.136;15.576;37.455;37.455;95.391;0;95.391;0;1000.951
MACON;46.2945;4.7943;219;11;19;15;8.014;10.653;65.929;0.004;0;1.984;20.24;-11.182;2.036;8.457;49.908;49.908;21.349;0;21.349;0;1000.068
MACON;46.2945;4.7943;219;11;19;16;6.283;10.646;66.967;0.004;0;1.015;342.772;-11.893;0.603;0.31;61.192;61.192;0;0;0;13.562;1000.892
MACON;46.2945;4.7943;219;11;19;17;5.304;10.639;72.967;0.004;0;0.999;314.053;-9.474;0.854;-9.691;71.699;71.699;0;0;0;2.977;1000.281
MACON;46.2945;4.7943;219;11;19;18;5.254;10.631;77.11;0.004;0;1.969;318.475;-9.5;1.573;-19.774;81.941;81.941;0;0;0;0;1000.411
MACON;46.2945;4.7943;219;11;19;19;4.649;10.624;72.148;0.004;0;1.998;335.267;-6.148;0.067;-30.116;92.574;92.574;0;0;0;38.577;1000.49
MACON;46.2945;4.7943;219;11;19;20;4.526;10.616;67.317;0.004;0;2.022;0.336;-11.563;-1.001;-40.355;104.527;104.527;0;0;0;0;1000.916
